Input,Answer,Confidence,All answers,Answer_3_classes,ChatGPT-4 5 classes,ChatGPT-4 3 classes,Model_agreement_with_human,model_agreement_with_human_3_classes,ChatGPT-3.5 5 classes,ChatGPT-3.5 3 classes,LLaMA 5 classes,LLaMA 3 classes,LLaMA 70B 5 classes,LLaMA 70B 3 classes,deberta-v3-large-nli_3_classes,Model_agreement_with_human_gpt3.5_turbo,model_agreement_with_human_3_classes_gpt3.5_turbo,Model_agreement_with_human_LLaMA_8B,Model_agreement_with_human_3_classes_LLaMA_8B,Model_agreement_with_human_LLaMA_70B,Model_agreement_with_human_3_classes_LLaMA_70B,Model_agreement_with_human_3_classes_deberta_nli,human_human_agreement,human_crowd_wisdom_agreement,chatgpt4_crowd_wisdom_agreement,chatgpt3_5_crowd_wisdom_agreement,llama_8b_crowd_wisdom_agreement,llama_70b_crowd_wisdom_agreement,chatgpt4_individuals_agreement,chatgpt3_5_individuals_agreement,llama_8b_individuals_agreement,llama_70b_individuals_agreement,Annotator_explanations,Explanations,Who_explained,NLI_ChatGPT4_turbo,Avg_synthetic_agreement,LLaMA 8B 5 runs,LLaMA 70B 5 runs,Llama 8B majority,Llama 70B majority,ChatGPT-3.5 5 runs,ChatGPT-4 5 runs,ChatGPT-3.5 majority,ChatGPT-4 majority,Llama 8B majority 3 class,Llama 70B majority 3 class,ChatGPT-3.5 majority 3 class,ChatGPT-4 majority 3 class,bart_NLI,ChatGPT-4 Confidence,ChatGPT-3.5 Confidence,LLaMA 8B Confidence,LLaMA 70B Confidence
"Text 1: The bargaining parties, unions, and employers should set wages, not the state by law.

Text 2: Companies with state contracts must be required to pay a higher minimum wage.",Surface contradiction,40.0,"['Surface contradiction', 'Unrelated', 'Indirect inconsistency', 'Factual inconsistency', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.2,0.8,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.4,0.8,0.2,0.8,0.2,0.8,0.8,0.1,0.2,0.0,0.8,0.0,0.0,0.2,0.4,0.2,0.2,0,0,0,Unrelated,0.6,"['Factual inconsistency', 'Consistent', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,60,100
"Text 1: Religious circumcision is a reasonable part of the free exercise of religion.

Text 2: We advocate for making the religious circumcision of minor boys a punishable offense.",Surface contradiction,80.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction']",Inconsistent,Surface contradiction,Inconsistent,0.8,1.0,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.8,1.0,0.2,1.0,0.8,1.0,1.0,0.6,0.8,1.0,1.0,0.0,1.0,0.8,0.8,0.2,0.8,0,"['I could have chosen factually inconsistent based on the need for knowledge of a circumcision, however I viewed this as a contradiction: saying circumcision is reasonable and punishable is contradictory, independently of the context/knowledge behind']",['v6'],Contradiction,1.0,"['Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Surface contradiction,Surface contradiction,"['Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Surface contradiction,Surface contradiction,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,80,100
"Text 1: Employees should have time for family on Sunday. There is enough shopping time during the week due to the long opening hours.

Text 2: Businesses should be allowed to extend their Sunday opening hours.",Surface contradiction,100.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.0,1.0,Surface contradiction,Inconsistent,Consistent,Consistent,Surface contradiction,Inconsistent,Inconsistent,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,Contradiction,1.0,"['Consistent', 'Consistent', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Indirect inconsistency,Surface contradiction,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: We will build more wind turbines in Rhineland-Palatinate.

Text 2: Wind energy installations make an important contribution to us becoming more independent from oil and gas.",Consistent,100.0,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,Consistent,1.0,1.0,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Unrelated,1.0,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,"['Consistent', 'Indirect inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,100,80,100,100
"Text 1: The fireworks get on the nerves of both humans and animals, cost a lot of money, and overwhelm city cleaning services.

Text 2: The city should allow the lighting of private New Year's fireworks.",Indirect inconsistency,100.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,1.0,1.0,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,Contradiction,1.0,"['Factual inconsistency', 'Indirect inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Consistent,Surface contradiction,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,60,100
"Text 1:  We are promoting renewable energy technologies to reduce our reliance on fossil fuels and combat climate change.

Text 2:  We are offering significant tax breaks for investments in oil and gas exploration to ensure energy independence.",Factual inconsistency,60.0,"['Unrelated', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Factual inconsistency,Inconsistent,0.6,0.8,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Inconsistent,0.6,0.8,0.2,0.8,0.6,0.8,0.8,0.3,0.6,1.0,1.0,0.0,1.0,0.6,0.6,0.2,0.6,0,"['Oil and fossil fuels are not renewable energy sources, they are finite.']",['v9'],Contradiction,0.7,"['Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Factual inconsistency,Factual inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Consistent,80,100,80,100
"Text 1: There should be a general vaccination requirement against Covid-19.

Text 2: Parents should have a final word in deciding which medical procedures to conduct for their children.",Indirect inconsistency,80.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Indirect inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.8,1.0,Indirect inconsistency,Inconsistent,Unrelated,Unrelated,Indirect inconsistency,Inconsistent,Inconsistent,0.8,1.0,0.0,0.0,0.8,1.0,1.0,0.6,0.8,1.0,1.0,0.0,1.0,0.8,0.8,0.0,0.8,0,"[""Either everyone has it or parents have the final say, it can't be both"", 'Medical procedures also include vaccinations and parents could decide not to vaccinate their children against COVID-19.']","['v2', 'v3']",Unrelated,1.0,"['Unrelated', 'Unrelated', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,"['Indirect inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,60,60,100
"Text 1: Recipients of unemployment benefits should be able to travel for a cheaper price by bus and tram.

Text 2: Public funding for social housing should be abolished.",Unrelated,80.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Factual inconsistency']",Unrelated,Indirect inconsistency,Inconsistent,0.0,0.2,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0,0,0,Unrelated,1.0,"['Factual inconsistency', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Unrelated', 'Indirect inconsistency', 'Unrelated', 'Unrelated', 'Unrelated']",Factual inconsistency,Unrelated,Unrelated,Inconsistent,Inconsistent,Unrelated,Inconsistent,80,100,80,100
"Text 1: We advocate for enhanced federal funding to boost the construction of non-profit housing.

Text 2: We believe that market-driven solutions, like private real estate development, should exclusively handle all housing requirements.",Surface contradiction,80.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction']",Inconsistent,Surface contradiction,Inconsistent,0.8,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.2,1.0,0.2,1.0,0.8,1.0,1.0,0.6,0.8,1.0,0.0,0.0,1.0,0.8,0.2,0.2,0.8,0,0,0,Contradiction,1.0,"['Factual inconsistency', 'Factual inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction']",Consistent,Surface contradiction,"['Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Indirect inconsistency', 'Surface contradiction']",Factual inconsistency,Surface contradiction,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,40,80,60,80
"Text 1:  We advocate for stringent data protection measures to secure our users' information, adhering strictly to GDPR guidelines.

Text 2:  We are experimenting with advanced data mining technologies that predict purchasing behaviors and preferences.",Surface contradiction,60.0,"['Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.0,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.4,1.0,0.4,1.0,0.0,1.0,1.0,0.4,0.0,0.0,0.6,0.6,0.0,0.0,0.4,0.4,0.0,0,"['Text A support data protection. Text B is taking measures that go against data protection. There is a clear and surface contradiction between both.', 'Privacy is incompatible with advanced data mining techniques and prediction of buyers behaviour.']","['v8', 'v10']",Unrelated,0.7,"['Factual inconsistency', 'Factual inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: We strongly support local businesses and encourage economic growth within our community.

Text 2: The majority of our procurement contracts this year have been awarded to large, multinational corporations.",Indirect inconsistency,80.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.8,1.0,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.0,1.0,0.2,1.0,0.8,1.0,1.0,0.6,0.8,1.0,0.0,0.0,1.0,0.8,0.0,0.2,0.8,0,0,0,Contradiction,1.0,"['Factual inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,"['Surface contradiction', 'Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,60,60,100
"Text 1: We believe unemployed people should receive support in the form of assistance for social and personal problems.

Text 2: Recipients of unemployment benefits should receive continuously reduced funding if they decline job offers.",Indirect inconsistency,60.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Unrelated']",Inconsistent,Indirect inconsistency,Inconsistent,0.6,0.8,Indirect inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.6,0.8,0.2,0.8,0.6,0.8,0.8,0.3,0.6,1.0,1.0,0.0,1.0,0.6,0.6,0.2,0.6,0,0,0,Contradiction,1.0,"['Factual inconsistency', 'Indirect inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: People with disabilities should have a legal right to a special quota for internship programs.

Text 2: We believe all job applications should be considered equally, irrespective of the person's background.",Surface contradiction,60.0,"['Surface contradiction', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.4,1.0,Surface contradiction,Inconsistent,Unrelated,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.6,1.0,0.0,1.0,0.4,1.0,1.0,0.4,0.6,0.0,1.0,0.0,0.0,0.4,0.6,0.0,0.4,0,0,0,Contradiction,0.7,"['Unrelated', 'Indirect inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,60,100
"Text 1: Graduating from high school should only be allowed if students fulfill requirements to get a diploma.

Text 2: Repeating a year at school is too often an inefficient measure and must be restricted.",Indirect inconsistency,40.0,"['Unrelated', 'Indirect inconsistency', 'Indirect inconsistency', 'Consistent', 'Consistent']",Inconsistent,Unrelated,Unrelated,0.2,0.2,Factual inconsistency,Consistent,Indirect inconsistency,Consistent,Consistent,Consistent,Consistent,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.4,0.4,0,0,0,Unrelated,0.3,"['Indirect inconsistency', 'Consistent', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Surface contradiction,Consistent,"['Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Consistent', 'Indirect inconsistency', 'Consistent', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Consistent,Inconsistent,Inconsistent,Inconsistent,60,80,60,100
"Text 1: We believe that introducing tolls for the use of highways will lead to an overload of bypass roads.

Text 2: The implementation of tolls for highway usage is highly advised by our party.",Surface contradiction,80.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.0,1.0,Factual inconsistency,Inconsistent,Consistent,Consistent,Surface contradiction,Inconsistent,Inconsistent,0.2,1.0,0.0,0.0,0.8,1.0,1.0,0.6,0.8,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.8,0,"['The two statements directly contradict each other', 'The first statement contains the negative word ""overload"" as a consequence of tolls so why would the party support tolls if they presumably lead to negative consequences?']","['v2', 'v3']",Unrelated,1.0,"['Consistent', 'Consistent', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Surface contradiction,Surface contradiction,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,60,60,100
"Text 1: We advocate for boosting support for organic farming even if it means reducing resources allocated to conventional agriculture.

Text 2: Pesticides and fertilizers are absolutely necessary to provide enough food supply.",Indirect inconsistency,60.0,"['Factual inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.6,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Inconsistent,0.4,1.0,0.4,1.0,0.4,1.0,1.0,0.4,0.0,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0,"[""The aim to expand organic agriculture, even at the expense of traditional methods, is inconsistent with the acknowledgement that pesticides are a necessity. While both can coexist, there's an inconsistency between both statements""]",['v6'],Contradiction,0.7,"['Factual inconsistency', 'Factual inconsistency', 'Unrelated', 'Unrelated', 'Unrelated']","['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Unrelated,Factual inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Consistent,100,100,60,100
"Text 1: The crisis can only be overcome with certain financial assistance.

Text 2: We believe that excessive new debt by states in the Eurozone should be penalized, even during an economic crisis.",Factual inconsistency,40.0,"['Unrelated', 'Surface contradiction', 'Indirect inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.2,0.8,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.4,0.8,0.2,0.8,0.2,0.8,0.8,0.1,0.0,0.0,0.6,0.0,0.0,0.2,0.4,0.2,0.2,0,0,0,Unrelated,0.3,"['Indirect inconsistency', 'Indirect inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1:  We are the most sustainable corporation in the furniture industry.

Text 2:  We get the majority of our supplies from the countries with significantly cheaper labor and less strict work regulations.",Surface contradiction,40.0,"['Indirect inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction']",Inconsistent,Factual inconsistency,Inconsistent,0.4,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.4,1.0,0.4,1.0,0.2,1.0,1.0,0.2,0.0,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.2,0,0,0,Unrelated,0.3,"['Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,60,100
"Text 1: The first education degree should remain free of charge.

Text 2: We will remove free breakfasts at schools.",Unrelated,80.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Indirect inconsistency', 'Unrelated']",Unrelated,Unrelated,Unrelated,0.8,0.8,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.6,0.8,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0,0,0,Unrelated,1.0,"['Surface contradiction', 'Factual inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Factual inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Unrelated,Inconsistent,100,100,60,100
"Text 1: The subject Economics and Politics is to become mandatory from grade 5 onwards.

Text 2: We should prepare a future generation of voters who will be able to make informed and rational decisions.",Consistent,100.0,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,Consistent,1.0,1.0,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,['Providing politics in schools as part of the syllabus is consistent with raising a politically well-informed generation'],['v7'],Unrelated,1.0,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,"['Consistent', 'Consistent', 'Surface contradiction', 'Indirect inconsistency', 'Consistent']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,Inconsistent,100,60,100,100
"Text 1: The subject Economics and Politics should be mandatory from grade 5.

Text 2: We are calling for an active right to vote from the age of 16.",Unrelated,100.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Unrelated,1.0,1.0,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,Unrelated,1.0,"['Consistent', 'Consistent', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Surface contradiction,Consistent,"['Consistent', 'Unrelated', 'Unrelated', 'Unrelated', 'Consistent']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Inconsistent,Consistent,Unrelated,Unrelated,Consistent,100,60,60,100
"Text 1: We vote for more shopping Sundays.

Text 2: No further mosques should be built.",Unrelated,100.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Unrelated,1.0,1.0,Indirect inconsistency,Unrelated,Unrelated,Inconsistent,Unrelated,Unrelated,Inconsistent,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,"['Although the two can be associated with far-right policies and in that context there is a consistency in the logic, I think the two can be unrelated because the two are completely different aspects of society.']",['v4'],Unrelated,1.0,"['Unrelated', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Surface contradiction,Unrelated,"['Indirect inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Surface contradiction,Unrelated,Inconsistent,Unrelated,Inconsistent,Unrelated,Inconsistent,100,40,80,100
